,organization name,address1,city,state,zip,servicesummary,hours,website
8434,Lynn Shelter Association,10 High St,Lynn,MA,1902.0,Permanent Supportive Housing,,
8435,Lynn Shelter Association,100 Willow St,Lynn,MA,1901.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,
8436,Lynn Shelter Association,15 Liberty St,Lynn,MA,1902.0,Permanent Supportive Housing,,
8437,Lynn Shelter Association,24 Baker St,Lynn,MA,1902.0,Emergency Shelter,,
8438,Lynn Shelter Association,30 Cooper St,Lynn,MA,1905.0,Permanent Supportive Housing,,
8439,Lynn Shelter Association,555 Western Ave,Lynn,MA,1904.0,Emergency Shelter,,
8440,Lynn Shelter Association,95 Green St,Lynn,MA,1902.0,Emergency Shelter,,http://www.lsahome.org/
8441,Lyon County Human Services,Test,Test,NV,89509.0,"Rapid Re-Housing, Emergency Shelter",,
8442,M.E.R.C.Y. Communities,1111 S 19Th St,Springfield,IL,62703.0,Transitional Housing,,
8443,M.E.R.C.Y. Communities,1205 S 19Th St,Springfield,IL,62703.0,Permanent Supportive Housing,,
8444,M.E.R.C.Y. Communities,1729 So 5Th St,Springfield,IL,62703.0,Permanent Supportive Housing,,
8445,M.E.R.C.Y. Communities,2208 S 12Th St,Springfield,IL,62702.0,Permanent Supportive Housing,,
8446,MA Department of Housing & Community Development,,,MA,2139.0,Rapid Re-Housing,Monday: 8:45AM–5:00PM Tuesday: 8:45AM–5:00PM Wednesday: 8:45AM–5:00PM Thursday: 8:45AM–5:00PM Friday: 8:45AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.mass.gov/orgs/housing-and-community-development
8447,MA Dept. of Housing & Comm. Develop.,65 Cedar St,Haverhill,MA,1830.0,Permanent Supportive Housing,,
8448,MA Dept. of Housing & Comm. Develop.,,,MA,1830.0,Permanent Supportive Housing,Monday: 8:45AM–5:00PM Tuesday: 8:45AM–5:00PM Wednesday: 8:45AM–5:00PM Thursday: 8:45AM–5:00PM Friday: 8:45AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.mass.gov/orgs/housing-and-community-development
8449,MA Dept. of Housing & Comm. Develop.,Scattered Sites,,MA,1960.0,Rapid Re-Housing,Monday: 8:45AM–5:00PM Tuesday: 8:45AM–5:00PM Wednesday: 8:45AM–5:00PM Thursday: 8:45AM–5:00PM Friday: 8:45AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.mass.gov/orgs/housing-and-community-development
8450,MACOMB HOMELESS COALITION,196 N. Rose,Mt. Clemens,MI,48043.0,Emergency Shelter,,
8451,MACOMB HOMELESS COALITION,196 North Rose St,Mount Clemens,MI,48043.0,Rapid Re-Housing,,
8452,MACV,,,MN,56301.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.mac-v.org/
8453,MAHUBE-OTWA Community Council,1125 W River Rd,Detroit Lakes,MN,56501.0,Other Permanent Housing,,
8454,MAHUBE-OTWA Community Council,,,MN,56470.0,"Rapid Re-Housing, Transitional Housing",Monday: 8:00AM–4:30PM Tuesday: 8:00AM–4:30PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.mahube.org/
8455,MARC,1401 Seminary St,Key West,FL,33040.0,Permanent Supportive Housing,,http://www.marchouse.org/
8456,MCCSA,2900 Saint Paul St,Meridian,MS,39301.0,"Rapid Re-Housing, Emergency Shelter",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,
8457,MCCSA,,,MS,39301.0,Rapid Re-Housing,,
8458,MCREST,20415 Erin St,Roseville,MI,48066.0,Rapid Re-Housing,,
8459,MCREST,20415 Erin Street,Roseville,MI,48066.0,Emergency Shelter,,
8460,MCS Community Services,323 E College Ave,Jacksonville,IL,62650.0,Transitional Housing,,
8461,MCS Community Services,345 W State St,Jacksonville,IL,62650.0,Emergency Shelter,Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,
8462,MCS Community Services,,,IL,62650.0,Permanent Supportive Housing,Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,
8463,MCSA - DV Shelter,,,IA,52761.0,Emergency Shelter,Monday: 5:30AM–10:00PM Tuesday: 5:30AM–10:00PM Wednesday: 5:30AM–10:00PM Thursday: 5:30AM–10:00PM Friday: 5:30AM–10:00PM Saturday: 5:30AM–10:00PM Sunday: 5:30AM–10:00PM ,https://www.mcsaiowa.org/
8464,MD Department of Health and Mental Hygiene,290 S Center St,Westminster,MD,21157.0,Permanent Supportive Housing,,
8465,MDHA,701 S 6Th St,Nashville,TN,37206.0,Permanent Supportive Housing,Monday: 7:30AM–4:00PM Tuesday: 7:30AM–4:00PM Wednesday: 7:30AM–4:00PM Thursday: 7:30AM–4:00PM Friday: 7:30AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.nashville-mdha.org/
8466,MDHHS,1001 S Oakland St,Saint Johns,MI,48879.0,Rapid Re-Housing,,
8467,MDHHS,150 S Almont,Lapeer,MI,48003.0,Emergency Shelter,,
8468,MDHHS,1920 24Th Street,Port Huron,MI,48060.0,Emergency Shelter,,
8469,MDHHS,201 Mulholland St,Bay City,MI,48708.0,Permanent Supportive Housing,,https://babha.org/
8470,MDHHS,570 Kirts Blvd,Troy,MI,48084.0,Permanent Supportive Housing,,
8471,MDHHS,645 Pipestone St,Benton Harbor,MI,49022.0,Permanent Supportive Housing,,
8472,MDHHS,801 Hazen St,Paw Paw,MI,49079.0,Permanent Supportive Housing,,
8473,MDHHS,Main St,Petoskey,MI,49770.0,Permanent Supportive Housing,,
8474,MDHHS,Main Street,Port Huron,MI,49431.0,Permanent Supportive Housing,,
8475,MDHHS,,Allegan,MI,49010.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,
8476,MDHHS,,Baldwin,MI,49304.0,Rapid Re-Housing,,https://www.michigan.gov/mdhhs/inside-mdhhs/county-offices/northern-mid-michigan/lake-county
8477,MDHHS,,Bay City,MI,48708.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,"https://www.michigan.gov/mdhhs/0,5885,7-339-73970_5461_66818-287777--,00.html"
8478,MDHHS,,Benton Harbor,MI,49022.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,"http://www.michigan.gov/mdhhs/0,5885,7-339-73970_5461_66819-288024--,00.html"
8479,MDHHS,,Caro,MI,48723.0,Rapid Re-Housing,,"http://www.michigan.gov/mdcs/0,4614,7-147-6876_11292-44526--,00.html"
8480,MDHHS,,Cheboygan,MI,49721.0,Rapid Re-Housing,,
8481,MDHHS,,Gaylord,MI,49735.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,"http://www.michigan.gov/mdhhs/0,5885,7-339-73970_5461_66805-14736--,00.html"
8482,MDHHS,,Hart,MI,49420.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.michigan.gov/mdhhs/
8483,MDHHS,,Ionia,MI,48846.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,"http://www.michigan.gov/mdhhs/0,5885,7-339-73970_5461_66819-287834--,00.html"
8484,MDHHS,,Midland,MI,48642.0,Rapid Re-Housing,,
8485,MDHHS,,Mount Pleasant,MI,48858.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.michigan.gov/
8486,MDHHS,,,MI,49032.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,"http://www.michigan.gov/mdhhs/0,5885,7-339-73970_5461---,00.html"
8487,MDHHS,,,MI,49045.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,"http://www.michigan.gov/dhs/0,4562,7-124-60126-144763--,00.html"
8488,MDHHS,,,MI,49420.0,Transitional Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.michigan.gov/mibridges/
8489,MDHHS,,,MI,49866.0,Emergency Shelter,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,"http://www.michigan.gov/dhs/0,4562,7-124-5459_5461_66805-287767--,00.html"
8490,MDHHS,,Owosso,MI,48867.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.michigan.gov/mdhhs
8491,MDHHS,,Roscommon,MI,48653.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.michigan.gov/dhs
8492,MDHHS,,Sault St Marie,MI,49783.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,
8493,MDHHS,Po Box 610247,Port Huron,MI,48061.0,Emergency Shelter,,
8494,MESA,927 Orange Rd.,Madison,VA,22731.0,Transitional Housing,,
8495,MH: Micah House,1415 Avenue J,Council Blfs,NE,51501.0,Emergency Shelter,,
8496,MHA Aiken ,232 Greenville St Nw,29801,SC,29801.0,Transitional Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://mha-aiken.org/index.php/nurture-home/
8497,MHA in Allen County,527 W Berry St,Fort Wayne,IN,46802.0,Permanent Supportive Housing,Monday: 8:00AM–4:30PM Tuesday: 8:00AM–4:30PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.allencountyhealth.com/
8498,MHAP - MHRSB,311 Albert Sabin Way,Cincinnati,OH,45229.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://www.mentalhealthaccesspoint.org/
8499,MHAW/SCUV,135 Main St,Yaphank,NY,11980.0,Permanent Supportive Housing,,
8500,MHAW/SCUV,1380 Roanoke Ave,Riverhead,NY,11901.0,"Permanent Supportive Housing, Transitional Housing",,
8501,MHAW/SCUV,6 Hawkins Ave,Medford,NY,11763.0,Permanent Supportive Housing,,
8502,MHAW/SCUV,609 Taylor Ave,E Patchogue,NY,11772.0,Permanent Supportive Housing,,
8503,MHC Warming Center,725 Beechnut Lane,Martinsville,VA,24112.0,Emergency Shelter,Monday: 9:00AM–1:00PM Tuesday: 9:00AM–1:00PM Wednesday: 9:00AM–1:00PM Thursday: 9:00AM–1:00PM Friday: Closed Saturday: Closed Sunday: 9:30AM–12:00PM ,http://www.foresthillspcmva.org/
8504,MHMR of Tarrant County,1501 E El Paso St Ste B,Fort Worth,TX,76102.0,Transitional Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.mhmrtarrant.org/
8505,MHMR of Tarrant County,1855 E Lancaster Ave,Fort Worth,TX,76103.0,Permanent Supportive Housing,Monday: 6:30AM–8:30PM Tuesday: 6:30AM–8:30PM Wednesday: 6:30AM–8:30PM Thursday: 6:30AM–8:30PM Friday: 6:30AM–8:30PM Saturday: 6:30AM–8:30PM Sunday: 6:30AM–8:30PM ,http://www.salvationarmy.org/
8506,MHMR of Tarrant County,300 Pennsylvania Avenue,Fort Worth,TX,76102.0,Permanent Supportive Housing,Monday: 7:30AM–5:00PM Tuesday: 7:30AM–5:00PM Wednesday: 7:30AM–5:00PM Thursday: 7:30AM–5:00PM Friday: 7:30AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.mhmrtarrant.org/
8507,MHMR of Tarrant County,,,TX,76107.0,"Permanent Supportive Housing, Rapid Re-Housing",Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.mhmrtarrant.org/
8508,MHS SRA ICS,120 W Vermont,Escondido,CA,92025.0,Permanent Supportive Housing,,
8509,MHS SRA ICS,550 W Washington Street,Escondido,CA,92025.0,Permanent Supportive Housing,,
8510,MID Community Action Partnership of Mid-Nebraska,16 W 11Th St,Kearney,NE,68847.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.communityactionmidne.com/
8511,MIPH,100 Mitch Snyder Dr,Edison,NJ,8817.0,Other Permanent Housing,,
8512,MIPH,100 Mitch Snyder Dr,Edison,NJ,8837.0,Permanent Supportive Housing,,
8513,MIPH,60 Clif Prescod Ln,Edison,NJ,8817.0,Permanent Supportive Housing,,
8514,MIPH,Scattered Sites,,NJ,8901.0,Permanent Supportive Housing,Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,http://edisonha.org/
8515,MIRCI,1813 Washington St,Columbia,SC,29201.0,Transitional Housing,,
8516,MIRCI,250 Springtree Drive,Columbia,SC,29223.0,Permanent Supportive Housing,,http://www.springtreecolumbia.com/
8517,MIRCI,,,SC,29205.0,Permanent Supportive Housing,Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.mirci.org/
8518,MISS Inc.,4434 Se Kleckley Way,Port St. Lucie,FL,34994.0,Other Permanent Housing,,
8519,MISS Inc.,4434 Se Scotland Cay Way,Port St. Lucie,FL,34997.0,Other Permanent Housing,,
8520,MIdwest Shelter for Homeless Veterans,433 S Carlton Ave,Wheaton,IL,60187.0,Permanent Supportive Housing,Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.helpaveteran.org/
8521,MIdwest Shelter for Homeless Veterans,,,IL,60187.0,Rapid Re-Housing,Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.helpaveteran.org/
8522,MLM (Metro Lutheran Ministry),1100 Ne Vivion,Kansas City,MO,64118.0,Rapid Re-Housing,Monday: 10:00AM–3:30PM Tuesday: 10:00AM–3:30PM Wednesday: 10:00AM–3:30PM Thursday: 10:00AM–3:30PM Friday: 10:00AM–3:30PM Saturday: Closed Sunday: Closed ,https://www.mlmkc.org/
8523,MN Asistance Council for Veterans- Duluth,129 N 24Th Ave W,Duluth,MN,55806.0,Transitional Housing,,
8524,MN Asistance Council for Veterans- Duluth,5209 Ramsey St,Duluth,MN,55807.0,"Transitional Housing, Permanent Supportive Housing",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.mac-v.org/
8525,MN Asistance Council for Veterans- Duluth,5209 Ramsey Street,Duluth,MN,55807.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.mac-v.org/
8526,MN Assistance Council for Veterans,"2700 East Lake Street, Suite 3350",Minneapolis,MN,55406.0,Rapid Re-Housing,,
8527,MN Assistance Council for Veterans,700 Raintree Rd,Mankato,MN,56001.0,"Other Permanent Housing, Permanent Supportive Housing",,
8528,MN Assistance Council for Veterans,,,MN,55904.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.mac-v.org/
8529,MN Assistance Council for Veterans (MAC-V),Po Box 280,Red Lake,MN,56671.0,Rapid Re-Housing,,
8530,MS Housing Partnership,1217 N West St,Jackson,MS,39202.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.mshousingpartnership.org/
8531,MSHDA,,Muskegon,MI,49444.0,Other Permanent Housing,,
8532,MSU Safe Place,,,MI,48823.0,Emergency Shelter,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://centerforsurvivors.msu.edu/
8533,"MTKO, Matt Talbot Kitchen and Outreach, Lincoln",2121 N 27Th St,Lincoln,NE,68503.0,Transitional Housing,"Monday: 8:30AM–6:30PM Tuesday: 8:30AM–6:30PM Wednesday: 8:30AM–6:30PM Thursday: 8:30AM–1:00PM, 5:00–6:30PM Friday: 8:30AM–6:30PM Saturday: 11:30AM–12:30PM, 5:30–6:30PM Sunday: 11:30AM–12:30PM, 5:30–6:30PM ",http://www.mtko.org/
8534,"MTKO, Matt Talbot Kitchen and Outreach, Lincoln",2127 N 27Th St,Lincoln,NE,68503.0,Permanent Supportive Housing,"Monday: 8:30AM–6:30PM Tuesday: 8:30AM–6:30PM Wednesday: 8:30AM–6:30PM Thursday: 8:30AM–1:00PM, 5:00–6:30PM Friday: 8:30AM–6:30PM Saturday: 11:30AM–12:30PM, 5:30–6:30PM Sunday: 11:30AM–12:30PM, 5:30–6:30PM ",http://www.mtko.org/
8535,MUST Ministries,1275 Cunningham Rd Sw,Marietta,GA,30008.0,Permanent Supportive Housing,,
8536,MUST Ministries,322 Shoal Creek Rd,Canton,GA,30114.0,Permanent Supportive Housing,,
8537,MUST Ministries,34 Osborne Rd Se,Marietta,GA,30008.0,Permanent Supportive Housing,,
8538,MUST Ministries,55 Elizabeth Church Rd,Marietta,GA,30061.0,Emergency Shelter,Monday: 10:00AM–2:00PM Tuesday: 10:00AM–2:00PM Wednesday: 10:00AM–2:00PM Thursday: 10:00AM–2:00PM Friday: 10:00AM–2:00PM Saturday: Closed Sunday: Closed ,https://www.mustministries.org/marietta-must-hope-house
8539,MUST Ministries,55 Elizabeth Church Rd Ne,Marietta,GA,30061.0,Emergency Shelter,Monday: 10:00AM–2:00PM Tuesday: 10:00AM–2:00PM Wednesday: 10:00AM–2:00PM Thursday: 10:00AM–2:00PM Friday: 10:00AM–2:00PM Saturday: Closed Sunday: Closed ,https://www.mustministries.org/marietta-must-hope-house
8540,MUST Ministries,,Douglasville,GA,30134.0,Rapid Re-Housing,,
8541,MUST Ministries,,,GA,30008.0,Rapid Re-Housing,Monday: 10:00AM–2:00PM Tuesday: 10:00AM–2:00PM Wednesday: 10:00AM–2:00PM Thursday: 10:00AM–2:00PM Friday: 10:00AM–2:00PM Saturday: Closed Sunday: Closed ,http://www.mustministries.org/
8542,"MUTEH, Inc.",201 W Capitol St,Jackson,MS,39201.0,"Rapid Re-Housing, Other Permanent Housing, Permanent Supportive Housing",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.muteh.org/
8543,"MUTEH, Inc.",,,MS,39301.0,Other Permanent Housing,,
8544,"MUTEH, Inc.",,,MS,39701.0,Rapid Re-Housing,,
8545,MVHO,1259 Westcliff Ct,Kettering,OH,45409.0,Permanent Supportive Housing,,
8546,MVHO,3908 Wilmington Pike,Kettering,OH,45429.0,Permanent Supportive Housing,,
8547,MVHO,4100 W 3Rd St Bldg 402,Dayton,OH,45428.0,Permanent Supportive Housing,,
8548,MVHO,907 W 5Th St,Dayton,OH,45402.0,"Permanent Supportive Housing, Rapid Re-Housing",Monday: 8:30AM–5:00PM Tuesday: 8:30AM–5:00PM Wednesday: 8:30AM–5:00PM Thursday: 8:30AM–5:00PM Friday: 8:30AM–5:00PM Saturday: Closed Sunday: Closed ,https://mvho.org/
8549,MYHouse,300 N Willow Street,Wasilla,AK,99654.0,Transitional Housing,,
8550,MYHouse,,,AK,99654.0,Rapid Re-Housing,,
8551,Macomb Community Action,11370 Hupp Ave,Warren,MI,48089.0,Rapid Re-Housing,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 9:00AM–4:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://mca.macombgov.org/MCA-ES-ActionCenters
8552,Macomb Community Action,,,MI,48089.0,Rapid Re-Housing,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 9:00AM–4:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://mca.macombgov.org/MCA-ES-ActionCenters
8553,Macomb County Warming Center,2 Crocker Blvd,Mount Clemens,MI,48043.0,Emergency Shelter,,
8554,Macon Bibb EOC,,Macon,GA,31204.0,Rapid Re-Housing,,http://www.maconbibbeoc.com/
8555,Macon Bibb EOC,,,GA,31210.0,Emergency Shelter,,
8556,Macy's House,270 Wyandotte Ave.,Corydon,IN,47112.0,Transitional Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://434ministries.org/
